PG.ProteinGroups	[1] 2408_UE_34-ORS-A1.raw.PG.Quantity	[2] 2408_UE_35-ORS-B1.raw.PG.Quantity	[3] 2408_UE_36-ORS-C1.raw.PG.Quantity	[4] 2408_UE_37-ORS-D1.raw.PG.Quantity	[5] 2408_UE_39-ORS-A2.raw.PG.Quantity	[6] 2408_UE_40-ORS-B2.raw.PG.Quantity	[7] 2408_UE_41-ORS-C2.raw.PG.Quantity	[8] 2408_UE_42-ORS-D2.raw.PG.Quantity	[9] 2408_UE_44-ORS-A3.raw.PG.Quantity	[10] 2408_UE_45-ORS-B3.raw.PG.Quantity	[11] 2408_UE_47-ORS-C3.raw.PG.Quantity	[12] 2408_UE_49-ORS-D3.raw.PG.Quantity
Q08J23	8474.2216796875	8237.94140625	5404.91015625	NaN	3327.6591796875	4147.71240234375	61.65948486328125	1.1570218801498413	586.3154907226562	105349.40625	2329.2939453125	NaN
Q09161	73357.78125	204174.15625	157398.203125	97952.7734375	81737.703125	254381.328125	192234.765625	133728.21875	70935.4609375	282150.1875	127895.515625	95977.8515625
Q0VF96	45402.9375	8987.2890625	44833.66015625	201753.484375	33427.60546875	12278.5166015625	23523.287109375	12166.3974609375	13589.11328125	NaN	10445.576171875	NaN
Q10567	33871.609375	9650.9619140625	14347.7275390625	23691.7421875	27157.458984375	10361.9599609375	NaN	NaN	22338.73828125	NaN	14636.892578125	NaN
Q10570	5689.94287109375	1336.953125	979.1644287109375	3111.985107421875	4460.2265625	2505.659912109375	10.718855857849121	10.191314697265625	22.323863983154297	10.748382568359375	419.7422790527344	NaN
Q10589	430623.28125	34360.78515625	34837.9453125	55142.23046875	264115.09375	NaN	NaN	65231.3828125	31729.15234375	NaN	4024.09619140625	93473.859375
Q12769	995.6084594726562	NaN	612.1762084960938	NaN	1739.7381591796875	763.42041015625	NaN	NaN	2153.388427734375	NaN	967.3687744140625	NaN
Q12788	40156.88671875	50390.28515625	52402.08984375	63593.125	37930.890625	51760.50390625	61030.70703125	97520.2109375	33388.25390625	47070.53125	91161.421875	31429.611328125
Q12789	8713.2607421875	8174.703125	6944.7490234375	3107.127197265625	5097.63232421875	3643.063720703125	4681.89794921875	2062.324951171875	19.996015548706055	1792.488525390625	3864.552001953125	NaN
Q12816	763604.125	333983.15625	469831.78125	649610.9375	778783.8125	413895.3125	508115.90625	528619.25	732772.6875	425412.03125	325368.96875	620339.5625
Q12849	4064.9873046875	12503.8837890625	11311.5400390625	2063.88623046875	174.84170532226562	11132.1767578125	1921.2119140625	2538.99267578125	1163.621826171875	7209.06103515625	4087.5556640625	10942.453125
Q12874	33728.20703125	87347.8984375	55870.8984375	34566.54296875	31023.861328125	52164.375	30664.689453125	47523.16015625	22083.685546875	48613.91015625	34113.83984375	42018.58203125
Q12906	72871.1484375	123789.1875	82824.1328125	99047.0390625	73057.4375	128912.1015625	93033.84375	95506.953125	73849.3203125	127580.359375	133894.84375	84435.0625
Q12931	53352.06640625	31777.5546875	35164.3203125	15268.3935546875	62424.0703125	26059.6875	29298.67578125	26920.4765625	50411.6015625	24357.208984375	75767.0546875	22780.41796875
Q13011	469401.5625	17364.1875	55118.65625	70567.1640625	470109.03125	14450.388671875	58002.125	40673.3046875	512490.40625	7554.08935546875	30601.015625	57455.875
Q13045	10055.00390625	5611.54931640625	4942.859375	3366.9970703125	8653.26953125	5966.08837890625	6247.71142578125	8473.3330078125	6652.62060546875	7137.72021484375	4967.5673828125	NaN
Q13084	6012.7314453125	27846.306640625	24015.189453125	28953.873046875	10491.869140625	13893.7998046875	19953.4921875	24619.41796875	11454.4384765625	19790.9375	10744.0185546875	72941.4609375
Q13123	26066.5390625	53043.5	37723.5234375	21807.28125	29300.72265625	39638.0546875	34205.34765625	32432.02734375	17741.794921875	37053.75	25569.17578125	29813.66015625
Q13126	31409.546875	36758.06640625	52507.9375	244.3797149658203	130.39651489257812	8295.9921875	11280.048828125	12.094975471496582	59.58502960205078	11206.4091796875	1471.4171142578125	NaN
Q13148	882018.6875	98548.46875	217644.265625	274327.53125	622029.875	83871.875	329613.1875	215104.53125	595298.6875	92182.6484375	171042.328125	232495.453125
Q13162	119060.78125	138732.109375	122254.9453125	75551.296875	96511.015625	97736.546875	69141.3203125	87803.1015625	100383.8125	112444.4453125	176884.34375	75854.2421875
Q13185	45658.05078125	66287.5703125	61950.171875	110325.0625	33217.8984375	36323.91796875	69876.4375	221880.875	23982.3515625	49621.89453125	100525.3125	85065.96875
Q13200	13884.65234375	6450.17822265625	9382.73828125	7079.47900390625	10279.078125	6230.57470703125	5248.015625	3203.83154296875	3492.9091796875	8896.2001953125	16792.0390625	NaN
Q13206	8032.95751953125	6426.71337890625	9156.4072265625	12735.056640625	9565.6005859375	8653.7294921875	20.214414596557617	23265.439453125	14159.1904296875	345.2996826171875	24422.306640625	8245.791015625
Q13242	65593.828125	206175.421875	98047.9609375	106308.796875	84422.15625	195136.171875	94610.25	174565.953125	81596.5546875	259799.078125	114800.0859375	141074.3125
Q13247	54578.9921875	327354.34375	153045.375	187691.6875	118147.3984375	269804.21875	208167.453125	137289.703125	115688.4296875	453109.625	128292.125	215644.96875
Q13263	104710.5078125	127030.796875	139284.75	164357.796875	113685.796875	113143.3515625	162826.671875	290200.3125	88571.9609375	152073.921875	201918.09375	185532.21875
Q13283	25367.2734375	35934.234375	20855.57421875	NaN	9141.203125	13679.6103515625	19407.197265625	31563.181640625	11598.5234375	44972.84765625	14908.8369140625	40485.3125
Q13427	23983.119140625	147165.078125	45468.546875	34062.3203125	23115.04296875	126894.8671875	54435.61328125	30556.23046875	19582.748046875	154091.1875	47509.05859375	41213.4453125
Q13435	140567.484375	236760.515625	156208.734375	172517.875	96578.8515625	200091.625	194861.9375	157852.390625	113294.734375	256094.75	139829.703125	167684
Q13523	1681.880859375	24323.306640625	7039.4072265625	NaN	858.9124145507812	24157.279296875	26882.55078125	10571.392578125	3235.631591796875	125726.421875	679.65234375	NaN
Q13547	129756.5703125	63049.0078125	70773.9609375	87295.484375	106890.296875	71353.8515625	60977.01171875	76284.7109375	93247.015625	86084.8046875	97632.21875	66170.5703125
Q13554	570009.75	299831.0625	356854.84375	525525.1875	561206.375	345614.53125	381207.25	350521.9375	557842.9375	406681.625	212577.109375	483458.4375
Q13555	450193.9375	289673.4375	331526.25	515387.84375	466020.125	291691.65625	328313.875	405967.8125	515157.65625	314623.96875	196503.515625	481634.09375
Q13557	323201.28125	134337.671875	206268.75	245742.1875	284361.84375	131405.890625	143475.53125	220617.375	293240.5	118685.21875	103448.78125	221405.453125
Q13573	83009.9296875	228278.28125	138519.90625	118785.5	86981.2578125	166104.96875	116844.1171875	112276.1875	77142.2890625	195282.609375	92050.1015625	140785.71875
Q13595	108073.109375	568084.8125	264384.53125	332889.84375	123738.890625	452411.0625	200548.421875	220714.65625	142126.171875	444062.75	152449.0625	365569.875
Q13601	77932.796875	138258.921875	97110.5234375	111414.5625	81176.78125	116567.328125	80361.734375	118614.703125	70874.8828125	127399.8125	83052.1875	93803.140625
Q13619;Q13620	2234.46728515625	1187.877197265625	1555.9757080078125	3163.484619140625	269.7523498535156	NaN	2332.277099609375	2925.45654296875	NaN	1882.7340087890625	2480.98828125	NaN
Q13823	27169.75	63662.046875	60181.84375	35724.0703125	25761.208984375	53092.48046875	47654.58984375	47197.98828125	20480.47265625	45569.16015625	51344.40234375	31123.28125
Q13838	1142909.625	3573330.5	1987677.625	1572938.625	1121525.375	3681718.25	2008476.625	1523813.25	1094712.625	3771420.25	1478018.625	1379170.125
Q13867	45765.26953125	30148.849609375	17270.20703125	30247.474609375	18647.96875	20372.826171875	36221.24609375	14501.7568359375	27000.78515625	12305.251953125	13639.59765625	3698.7626953125
Q13895	5672.76953125	14180.11328125	8247.5224609375	31210.29296875	7487.3935546875	11771.873046875	4783.978515625	16735.775390625	3428.36328125	7238.58251953125	9023.9931640625	NaN
Q14126	252156.484375	59967.16015625	244582.375	353228.96875	221027.40625	32675.404296875	311391.34375	330721.375	294226.90625	36446.06640625	233401.90625	251747.3125
Q14137	14114.3876953125	27338.990234375	27770.486328125	35379.18359375	12257.541015625	32614.54296875	28565.64453125	63850.80078125	14772.626953125	33004.66015625	48489.5859375	25344.845703125
Q14151	154955.171875	462526.03125	232204.65625	243679.453125	160735.484375	449666.9375	276889.65625	406237.21875	154292.234375	492166.15625	290025.9375	296158.8125
Q14152	3653.136962890625	6305.95361328125	6747.83056640625	NaN	6244.69677734375	11700.849609375	8657.68359375	4735.69482421875	4364.97314453125	8936.4462890625	22763.732421875	NaN
Q14157	19511572	18818340	15382587	8099399	9929809	13102353	11975703	9945185	11910416	16601037	9574606	13147899
Q14160	2977.62890625	7957.810546875	28347.744140625	NaN	6.770135879516602	5578.97021484375	119216.34375	NaN	200.54429626464844	NaN	9561.0048828125	NaN
Q14165	54469.80078125	26251.0859375	28545.04296875	15152.2197265625	56402.58203125	20407.9765625	17532.927734375	18557.78515625	65447.31640625	32043.724609375	34640.32421875	2839.59765625
Q14195	25497.318359375	14404.6044921875	10482.962890625	4917.50634765625	24112.771484375	15644.5107421875	3932.099609375	9682.9619140625	9657.658203125	NaN	23094.66796875	92.44139862060547
Q14202	728524.3125	512236.4375	626903.8125	980554.375	797751.4375	533079.5625	701157.0625	832531	725156.5	558051	489084.96875	816732.5625
Q14204	8794.9384765625	3727.9306640625	6436.10546875	79.7762680053711	5560.28466796875	6425.77978515625	4354.96044921875	2320.9267578125	4825.826171875	2586.656494140625	9305.9267578125	10.905055046081543
Q14254	233641	9746.021484375	26712.873046875	57941.7421875	221830.625	21821.13671875	29724.720703125	56688.046875	241054.390625	11459.43359375	29637.9609375	67242.8359375
Q14296	2860.942626953125	47650.67578125	24114.943359375	26246.69921875	1743.35205078125	34246.625	6739.51513671875	4.333624839782715	9533.3603515625	3205.644775390625	NaN	9323.1865234375
Q14315	26434.921875	14742.2763671875	32746.833984375	8015.462890625	39857.90625	18078.783203125	14044.458984375	10488.4228515625	24969.830078125	7346.74267578125	39440.1171875	7511.80859375
Q14344	40698.18359375	13236.400390625	19149.138671875	NaN	39700.9609375	9005.7578125	1951.16357421875	NaN	28969.1015625	61388.375	9403.513671875	NaN
Q14494	334.0094299316406	NaN	282.1925354003906	NaN	3583.603271484375	594.4030151367188	702.0709838867188	73986.8828125	3056.253662109375	1570.3353271484375	1302.886474609375	NaN
Q14498	72026.21875	81543.3125	67161.4453125	52969.625	77035.671875	90265.375	58955.08203125	61167.86328125	69027.5078125	81300.9453125	77817.921875	43235.234375
Q14566	583.4072265625	7840.11083984375	5881.78076171875	NaN	6255.4560546875	5985.5244140625	11.410490989685059	268273.15625	1738.783935546875	1020.2957763671875	5713.8271484375	NaN
Q14587	15530.2470703125	169124.5625	115499.1875	163722.15625	13866.4091796875	126860.6640625	126857.8515625	98802.21875	9750.4560546875	188331.328125	87647.6015625	140295.578125
Q14671	15159.845703125	11140.0908203125	15018.5576171875	19975.95703125	9905.615234375	5430.052734375	21071.958984375	14101.9501953125	8184.14208984375	15692.0517578125	6784.75537109375	33214.21484375
Q14690	13755.806640625	20124.34375	21972.01171875	32998.55859375	9241.1025390625	19878.28125	18837.08984375	63011.046875	5163.92138671875	8095.25927734375	58603.11328125	16775.12890625
Q14692	11646.009765625	10961.2041015625	14943.552734375	37563.77734375	4512.193359375	16717.76953125	15778.3037109375	65679.9453125	6049.55029296875	11289.00390625	35471.81640625	22173.326171875
Q14697	91718.96875	48344.703125	49655.74609375	47325.2890625	86796.65625	48533.48828125	48416.38671875	36597.38671875	59417.3984375	63209.3125	72218.3203125	37569.2265625
Q14739	24781.30859375	20963.064453125	28143.095703125	22738.443359375	30331.5390625	29402.927734375	23161.69921875	21033.248046875	29217.13671875	26411.259765625	40071.87890625	12309.453125
Q14980	19181.783203125	18654.837890625	24549.51953125	13210.6455078125	17802.31640625	20048.076171875	22958.8203125	12367.115234375	14691.169921875	15150.8505859375	23369.916015625	19556.40625
Q15019	52096.84375	25805.33984375	23773.267578125	9050.447265625	34309.91796875	17765.34765625	20132.09375	14000.9326171875	34026.2890625	14272.369140625	26161.419921875	18511.900390625
Q15029	246209.484375	485494.8125	350345.4375	301893.03125	278666.625	550168.25	387522.53125	338604.78125	244428.296875	542439.875	329724.9375	294700.375
Q15031	9990.103515625	11232.3466796875	16101.8916015625	3085.1484375	10339.43359375	9552.03125	3210.870849609375	3780.748046875	1155.368896484375	NaN	13815.076171875	NaN
Q15046	39994.64453125	13177.9921875	27405.119140625	NaN	33428.2421875	146.1285858154297	19289.630859375	NaN	NaN	95.40694427490234	6427.66064453125	NaN
Q15050	28358.658203125	58606.21484375	45658.57421875	57092.609375	24128.837890625	47447.75	48974.5	77473.84375	24997.919921875	61664.49609375	42521.2890625	42294.3203125
Q15058	594353.0625	358696.25	532821.75	703288.75	650767.9375	396095.1875	584412.5625	523107	601832	360220.5	397109.9375	715614.5625
Q15061	32441.03515625	66495.515625	55067.171875	73912.6015625	26289.603515625	52367.80859375	51108.7109375	96496.984375	13084.1552734375	50072.17578125	79240	43575.359375
Q15067	2655906	134677.84375	383759.4375	376743.40625	2553993.25	117135.859375	378890.6875	294535.4375	2906006.5	131012.890625	228532.21875	392109.8125
Q15084	119474.578125	90812.3671875	63110.33203125	49142.54296875	120489.2265625	58442.73046875	62103.00390625	79161.4375	102103.7578125	67679.765625	94368.5078125	62333.43359375
Q15126	137953.140625	41920.84765625	20666.3125	NaN	155630.796875	851.9583740234375	12435.3388671875	NaN	64266.6796875	NaN	2986.08447265625	NaN
Q15149	700809.875	294808.5625	933400.1875	731733.25	522670.09375	230668.5625	1038407.1875	712930.5625	577038.625	221004.984375	998234.6875	509308.96875
Q15154	90479.5703125	9799.0888671875	12048.775390625	971.25830078125	82643.703125	2388.511474609375	77.81072235107422	1861.979736328125	18189.767578125	NaN	2138.239501953125	6454.7666015625
Q15233	441803	191833.46875	180577.1875	374982.1875	332763.625	174030.265625	221468.328125	196363.265625	390503.34375	277210.875	172163.375	326049.09375
Q15269	19211.546875	25518.498046875	24303.744140625	34684.6796875	15425.48828125	24505.587890625	26156.30078125	61858.140625	15194.7314453125	21487.107421875	37515.9453125	21946.75
Q15286	150151.796875	83005.4921875	104834.703125	43623.86328125	152495.375	86792.5	38029.36328125	6509.25732421875	60063.79296875	37378.1796875	104206.78125	36413.640625
Q15287	166071.515625	448912.90625	216795	171056	163537.71875	304257.84375	216932.46875	157503.890625	180406.65625	531132.125	132639.0625	182727.359375
Q15366	178063.078125	324140.0625	221778.203125	217824.40625	153832.640625	256328.15625	214651.171875	211402.015625	202150.875	344687.125	184210.515625	254065.59375
Q15382	15139.384765625	8540.580078125	8209.3232421875	NaN	10926.8046875	4423.2314453125	NaN	NaN	16003.3134765625	NaN	12579.8857421875	NaN
Q15392	137851.71875	18874.3828125	37113.97265625	2666.28759765625	17250.013671875	13907.0087890625	8489.892578125	3550.283935546875	16462.96484375	13231.7265625	15425.298828125	14623.8564453125
Q15393	203345.921875	332266.34375	268910.75	276300.65625	206108.640625	356625.75	276000.96875	233493.3125	182721.171875	390219.03125	256924.953125	215203.8125
Q15397	17189.642578125	63100.09765625	44342.97265625	53146.03125	15766.0732421875	38283.88671875	22477.701171875	67456.8125	10205.171875	39801.36328125	44642.17578125	22270.076171875
Q15424	139941.578125	255188.015625	107808.015625	153436.171875	99676.515625	188526.6875	140666.75	202546.21875	71754.875	251587.84375	138465.3125	158453.1875
Q15427	36241.5703125	43752.328125	32737.4296875	52907.06640625	24306.744140625	50532.0859375	27273.3046875	23211.623046875	18220.40234375	39040.27734375	17253.4609375	NaN
Q15428	11161.568359375	23273.8125	41003.203125	28935.18359375	19831.521484375	66070.5703125	50154.68359375	104.45403289794922	7057.90185546875	39351.53125	16301.7900390625	NaN
Q15437	2483.317626953125	3943.281982421875	3420.904541015625	NaN	1986.280029296875	935.4512329101562	1176.0345458984375	NaN	3.054610013961792	335417.53125	357.685302734375	NaN
Q15459	54854.98828125	103778.28125	73766.5859375	66224.9609375	54134.5703125	91974.8828125	82991.375	82651.0234375	50943.671875	102851.8828125	73318.53125	68029.3671875
Q15517	53424.28515625	11839.9462890625	3956.843017578125	NaN	9082.26171875	67999.4296875	35699.62890625	1292.1854248046875	28386.447265625	NaN	3210.362548828125	8557.1025390625
Q15717	161557.03125	301626.4375	195415.1875	236493.640625	129905.125	189995.78125	179598.046875	306975.75	155038.28125	280816.96875	168132.359375	210769.890625
Q15773	489413.8125	101494.546875	157549.421875	159634.984375	367396.125	56457.421875	118447.984375	132604.09375	377107.125	111447.2734375	100717.5703125	130411.359375
Q15904	84353.125	9037.17578125	8584.2626953125	3008.103515625	59519.9765625	NaN	NaN	20448.03125	28290.79296875	23609.529296875	NaN	12145.6689453125
Q16181	25011.6953125	16088.5244140625	16266.6044921875	1687.876708984375	22065.12890625	10130.267578125	9845.21484375	5140.27294921875	14341.2578125	4431.59619140625	17552.857421875	1332.19140625
Q16186	1892.2374267578125	5190.8232421875	623.9652709960938	NaN	3526.137939453125	4121.02734375	1947.6778564453125	NaN	2629.21630859375	NaN	3026.58447265625	NaN
Q16540	8320.22265625	12574.1240234375	14273.228515625	NaN	14.78038501739502	4029.3916015625	7986.89697265625	9334.259765625	NaN	7917.521484375	3241.125	20146.10546875
Q16576	104157.1875	40466.9453125	30025.283203125	NaN	25258.724609375	17668.7421875	13118.654296875	10147.1298828125	16280.01171875	9548.583984375	19006.615234375	17227.03515625
Q16629	368871.125	1854138.25	560957.3125	541686.8125	331873.1875	905640.875	337100.09375	492592.4375	293711.84375	1043570.25	318412.15625	858275.3125
Q16651	264837.8125	12389.7265625	25663.404296875	38867.03515625	218271.671875	5309.2822265625	15232.705078125	20719.025390625	138172.3125	9714.0166015625	11341.6064453125	18663.533203125
Q16795	2256.82763671875	8269.7783203125	10961.7822265625	5290.4990234375	307.78338623046875	4500.45458984375	4407.82177734375	NaN	NaN	6362.9765625	5780.1103515625	4936.7236328125
Q16891	17494.8359375	8773.783203125	13409.2216796875	NaN	13186.5625	7544.53662109375	17166.689453125	32462.501953125	NaN	NaN	26243.25	NaN
Q1KMD3	50954.0625	51097.00390625	47348.484375	63229.40234375	59987.87109375	45669.515625	41050.93359375	97865.515625	38791.77734375	56021.8984375	60570.92578125	76341.3671875
Q2Q1W2	541191	119364.6640625	317369.6875	370026.90625	549626	118914.4765625	317373.59375	301679.625	542382.1875	121737.3984375	244985.1875	333580.21875
Q2T9J0	926239.25	24579.712890625	126805.90625	112697.2890625	783273.5	20188.857421875	132604.609375	73857.015625	770494.375	11117.375	79405.84375	116327.7734375
Q2TAY7	43333.765625	66444.1328125	67854.4453125	82675.2890625	47364.015625	75068.8828125	82260.328125	69697.3515625	42114.34375	84449.3828125	74405.5859375	55180.28515625
Q3B7J2	172553.46875	NaN	18619.294921875	4552.31298828125	263453.34375	260.83148193359375	4171.9033203125	2656.701416015625	94564.0078125	NaN	348.3630676269531	3575.941650390625
Q3KP31	47806.12890625	155776.6875	139965.046875	82738.21875	34229.2421875	148910.40625	67020.9765625	82982.0859375	23503.4375	95982.59375	66948.015625	100284.59375
Q3ZAQ7	9133.27734375	NaN	5552.92236328125	NaN	20619.021484375	995.4169921875	NaN	1.7301594018936157	NaN	NaN	1.4888622760772705	NaN
Q4ADV7	13427.9775390625	6435.2119140625	6646.2890625	NaN	9270.546875	5271.3046875	3058.144287109375	1710.1583251953125	6264.54150390625	2103.7548828125	3410.26953125	NaN
Q4VXU2	17415.875	NaN	NaN	1.805708646774292	14831.392578125	0.8697786331176758	NaN	1.8866482973098755	1.2839298248291016	1.5657631158828735	NaN	7033.64111328125
Q53EZ4	11474.5478515625	27042.427734375	20327.09375	4401.388671875	9273.533203125	15826.95703125	9021.7626953125	16466.609375	11985.3896484375	16985.8203125	9146.62890625	3472.70751953125
Q53F19	33565.91796875	153383	82585.203125	49664.64453125	39608.96875	128519.9375	74447.78125	26767.13671875	29248.205078125	130166.3515625	50627.234375	34839.15625
Q53GQ0	76163.9765625	36092.6484375	36371.734375	29343.92578125	54665.390625	32124.787109375	22250.689453125	29862.44921875	42734.85546875	26956.76171875	39210.734375	NaN
Q53H12	12591.1572265625	4869.97802734375	5546.060546875	6863140	7140.2236328125	4771.4287109375	3951.23876953125	5292.4638671875	1.8988217115402222	3421.65185546875	2934.97314453125	5107700
Q53H82	360010.46875	5617.16015625	36421.37109375	33673.9921875	304587.28125	2533.045166015625	32980.59375	22395.087890625	292743.25	1967.7535400390625	17201.1640625	37232.33203125
Q562R1	8471794	5197617.5	5460078	5266111.5	7921441.5	3315557	7056709.5	60613500	3412683.25	2936727.5	1838424.5	6374616.5
Q5BJF6	128433.3125	40171.98828125	102378.890625	104738.546875	133731.3125	25802.35546875	92586.828125	96420.2578125	100063.46875	32804.25	59027.66015625	128208.625
Q5D862	149721.046875	64744.34375	44551.58984375	116037.1015625	47611.484375	89481.703125	78817.8671875	48410.6015625	79990.3046875	22308.44921875	20765.111328125	113453.8828125
Q5JTH9	16389.92578125	28313.26171875	19273.1953125	21934.45703125	14433.8701171875	28916.109375	21213.78125	81288.34375	12144.8583984375	22108.943359375	40374.3671875	6078.08349609375
Q5JTW2	3661.47216796875	6843.201171875	12222.3544921875	7251.56884765625	2573.231201171875	716.1265869140625	6102.9443359375	5895.03564453125	2879.336181640625	2091.4404296875	4322.2744140625	NaN
Q5JU85	9419.2529296875	14951.251953125	26275.810546875	27547.21875	6178.4990234375	12577.78125	23162.66015625	16272.6533203125	3510.92529296875	12713.060546875	20118.986328125	32960.89453125
Q5M775	181049.421875	32700.787109375	83502.4296875	111242.015625	169579.375	37088.69140625	90228.4453125	94395.7734375	192294	37316.63671875	46942.7109375	123009.28125
Q5QJE6	28527.298828125	42958.6171875	41685.70703125	49275.5703125	17546.115234375	36950.03515625	24876.91796875	73482.078125	11171.5908203125	24298.1171875	46211.7109375	26607.60546875
Q5SY16	14133.2900390625	13748.87890625	5451.01123046875	2815.339599609375	3150.58935546875	2067.763427734375	3522.786376953125	1650.015869140625	11152.1806640625	9218.490234375	7688.037109375	NaN
Q5T1J5;Q9Y6H1	10797.3271484375	28238.2265625	12126.998046875	12515.6884765625	2101.459228515625	6295.24560546875	1.6573718786239624	8950.455078125	NaN	NaN	6633.71923828125	10288.6865234375
Q5T230	54587.53515625	32865.609375	32477.0390625	70452.4609375	33004.30859375	28868.998046875	40440.36328125	119979	41305.59765625	21823.576171875	86828.671875	58146.50390625
Q5T653	20985.900390625	49810.5703125	31682.763671875	45721.13671875	15993.0830078125	32553.30859375	42276.07421875	45804.90625	28945.15234375	43692.45703125	22470.3203125	31253.0390625
Q5T6F2	15791.5380859375	43663.59765625	24272.7109375	6570.96630859375	13265.9130859375	25165.71875	30119.70703125	16331.7265625	15809.39453125	32826.3359375	14678.294921875	NaN
Q5T7N2	38099104	66696760	55605148	77641656	38449156	72169728	57672272	56124212	37651556	66382084	39668220	89135248
Q5T9A4	21444.73828125	8286.1904296875	12390.6064453125	NaN	16696.85546875	8990.7783203125	8740.7890625	1902.5355224609375	11623.6728515625	19090.599609375	11770.2861328125	NaN
Q5TEC6	407582.34375	548575.4375	389746.5625	574871.5625	311536.875	345930.6875	183625.5	782832.1875	145193.4375	92866.2109375	376521.71875	197004.3125
Q5VWN6	15197.7734375	25051.3828125	20591.083984375	115509.3671875	17063.693359375	19582.04296875	NaN	78417.859375	NaN	NaN	22367.759765625	NaN
Q658Y4	33679.5546875	20952.1875	22213.30078125	24053.955078125	44047.1015625	25354.814453125	22995.919921875	20497.197265625	38503.88671875	15828.609375	13578.5859375	4640.22509765625
Q66GS9	36790.21484375	14238.26953125	34381.234375	57607.4140625	30990.68359375	18770.775390625	28887.3828125	17277.318359375	27222.65234375	NaN	21282.134765625	4436.2294921875
Q66PJ3	31903.044921875	110387.78125	32113.037109375	5760.8671875	30910.408203125	85477.5078125	33242.5234375	18927.505859375	32172.876953125	86266.703125	17989.83203125	14717.08984375
Q674X7	13164.82421875	7510.84716796875	3453.364501953125	NaN	4232.783203125	4521.1767578125	NaN	NaN	4788.4443359375	3606.95361328125	1021.1869506835938	5605.3427734375
Q69YQ0	17586.025390625	13502.4072265625	17882.802734375	13720.2177734375	16376.291015625	4631.50244140625	1760.49658203125	NaN	NaN	92904.28125	5046.044921875	NaN
Q6DKI1	4096.9990234375	92368.3203125	28051.2109375	107992.28125	10290.7822265625	39332.5	1053.495361328125	85371.125	NaN	32627.126953125	30179.8046875	371251.65625
Q6NZY4	4990.76708984375	16608.78515625	14547.3876953125	4313.892578125	7893.890625	9171.8193359375	4608.52197265625	5281.3271484375	6380.71728515625	5139.015625	9992.1572265625	564.9331665039062
Q6P0N0	7899.2841796875	10392.7138671875	33186.88671875	20317.26171875	3934.01611328125	15363.9326171875	38775.19140625	46468.81640625	441.5995178222656	4247.87353515625	27619.314453125	49691.4609375
Q6P2E9	18514.015625	5304.8916015625	9583.6279296875	7176.30712890625	8563.75	7241.42626953125	5501.9912109375	NaN	8465.0322265625	3926.263671875	6496.8076171875	NaN
Q6P2Q9	325235.5625	502367.875	427991.53125	349776.71875	348181.5625	718395.0625	397702.6875	317894.875	308497.5625	587792.0625	459311.75	265568.96875
Q6PJT7	12079.9326171875	72876.375	41287.67578125	24068.640625	16206.9345703125	67551.1640625	34749.7265625	24443.26171875	9496.4873046875	76060.84375	28687.4921875	25100.083984375
Q6PKG0	220151.84375	367424.84375	299973.1875	331643.65625	216092.921875	341659.125	309100.875	293097.34375	229171.984375	372113.25	197377.375	372395.71875
Q6RFH5	14916.66015625	29401.119140625	15935.2607421875	32233.224609375	19446.68359375	19943.3984375	15770.015625	36523.63671875	6159.8212890625	20206.47265625	22819.78515625	11640.1826171875
Q6YN16	396799.8125	17224.509765625	47107.56640625	52490.05078125	426102.125	16146.4443359375	51663.8515625	43487.5390625	439946.9375	19959.978515625	31378.326171875	59955.484375
Q6YP21	22820.328125	12222.3759765625	18366.44140625	NaN	27607.51953125	17120.98046875	NaN	NaN	NaN	NaN	3524.20361328125	NaN
Q6ZN17	11421.224609375	53865.9609375	42775.11328125	14781.9150390625	9854.2373046875	25245.375	17391.994140625	38263.8984375	10531.4775390625	32266.009765625	23457.2265625	30192.712890625
Q6ZRV2	4178.66064453125	5214.1396484375	9891.40234375	4112.15625	2767.68212890625	1661.730224609375	10204.3203125	4229.31787109375	312.8014831542969	205.1848907470703	5515.47509765625	2325.265380859375
Q6ZU80	134588.796875	42734.546875	102928.421875	118663.5390625	128704.265625	43427.453125	99608.7265625	113821.9921875	104836.0859375	48431.50390625	66494.0859375	128990.28125
Q709F0	1247027.875	15495.2841796875	107844.796875	55173.390625	1211032.875	13279.2958984375	89237.0859375	46093.3515625	1253201.875	9815.7958984375	81733.4375	77007.953125
Q71DI3	4302.53759765625	23660.607421875	2069.973876953125	NaN	7468.69873046875	11905.470703125	NaN	NaN	2.0079903602600098	NaN	7152.9453125	NaN
Q71RC2	22925.791015625	16635.7578125	11728.2646484375	4864.318359375	6893.2021484375	17374.009765625	7360.00048828125	7121.8984375	6905.78466796875	9603.3642578125	11322.8076171875	14190.90625
Q7KZF4	41381.16796875	18507.75	17569.548828125	46676.171875	24957.890625	20911.810546875	18284.830078125	4941.00244140625	23443.171875	9748.572265625	36571.76953125	11518.376953125
Q7L2E3	35693.4609375	140086.421875	97441.1015625	50295.8359375	33075.01171875	156731.15625	78283.2109375	50731.76953125	23632.078125	129096.5625	84003.109375	46085.0546875
Q7L3T8	4817.7890625	8435.6240234375	8178.96875	3485.632568359375	6072.400390625	11671.849609375	NaN	NaN	NaN	6110.478515625	6283.357421875	NaN
Q7L576;Q96F07	26565.447265625	7796.45751953125	8543.8515625	188009.5	22706.26953125	4298.3544921875	NaN	145207.296875	6637.59521484375	NaN	13049.671875	130837.4453125
